Mini Fabrica;Codigo Item;Descricao Item;Tipo Unidade;Codigo Cor;Descricao Cor;Tam;Deve (Abast);Necessidade (Min 1m);Saldo em Casa;Coberto Estimado;Falta Estimada;Cobertura (%);Origem do Saldo
Mini Fabrica - 10;164444;TECIDO VELVET+ESPUMA PU 1,5MM D26+SPON 30;;44926;BRANCO 15/BRANCO 15;;-1,117;1,117;0,0;0,0;1,117;0,0;nacional
Mini Fabrica - 10;166687;NAPA FLOATHER CLASSIC NEO 1.45(ACT P/V 22/23)+VELVET 0.50;;15758;PRETO 01/PRETO 01;;-27,908;27,908;86,8;27,908;0,0;100,0;nacional
Mini Fabrica - 10;166687;NAPA FLOATHER CLASSIC NEO 1.45(ACT P/V 22/23)+VELVET 0.50;;36147;BRANCO 99/CREME 516;;-21,888;21,888;26,9;21,888;0,0;100,0;nacional
Mini Fabrica - 10;168353;FILME PVC AUSTRALIA;;106717;IRON 1452;;-0,725;1,0;19,6;1,0;0,0;100,0;nacional
Mini Fabrica - 10;170196;NYLON FREE SPORT+DUPLAFRONTURA SPACER SOLAR STR XX I8U 245G;;101082;AREIA 1137/BRANCO;;-6,916;6,916;0,0;0,0;6,916;0,0;nacional
Mini Fabrica - 10;172896;NAPA BERLIM PU 1.2+TECIDO LECCE;;84081;CAFE 987/PRETO 01;;-6,867;6,867;0,0;0,0;6,867;0,0;nacional
Mini Fabrica - 10;173406;GASPEA LOC PESARO(ACT 0/I 24) L.4935.100;PAR;15745;PRETO 01;2;-95,0;95,0;210,0;95,0;0,0;100,0;nacional
Mini Fabrica - 10;173406;GASPEA LOC PESARO(ACT 0/I 24) L.4935.100;PAR;93237;MARINHO 1128;2;-408,0;408,0;0,0;0,0;408,0;0,0;nacional
Mini Fabrica - 10;173406;GASPEA LOC PESARO(ACT 0/I 24) L.4935.100;PAR;93237;MARINHO 1128;4;-449,0;449,0;86,0;86,0;363,0;19,15367483296214;nacional
Mini Fabrica - 10;174077;NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20;;25405;PRETO 01/BRANCO 15/PRETO 01;;-235,598;235,598;0,0;0,0;235,598;0,0;nacional
Mini Fabrica - 10;174077;NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20;;26485;BRANCO 99/BRANCO 15/BRANCO 15;;-61,774;61,774;0,0;0,0;61,774;0,0;nacional
Mini Fabrica - 10;174077;NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20;;73980;CAFE 856/BRANCO 15/PRETO 01;;-206,406;206,406;0,0;0,0;206,406;0,0;nacional
Mini Fabrica - 10;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-2,125;2,125;1,0;1,0;1,125;47,05882352941176;nacional
Mini Fabrica - 10;187352;NAPA FLOATHER VENEZIA PU 0.9 (MD O/I 25)+VELVET;;36126;BRANCO OFF 526/CREME 516;;-20,0;20,0;29,9;20,0;0,0;100,0;nacional
Mini Fabrica - 10;187571;TECIDO XANGAI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;32908;PRETO 01/CINZA/PRETO 01;;-11,27;11,27;45,0;11,27;0,0;100,0;nacional
Mini Fabrica - 10;187571;TECIDO XANGAI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;103332;CHUMBO 1321/CINZA/PRETO 01;;-40,053;40,053;0,0;0,0;40,053;0,0;nacional
Mini Fabrica - 10;187654;NAPA GARDA PU 1.0 (V P/V 24/25)+BASE FLEX;;96142;CAMEL 1165/BISCOITO;;-9,054;9,054;0,0;0,0;9,054;0,0;nacional
Mini Fabrica - 10;188721;TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;32908;PRETO 01/CINZA/PRETO 01;;-23,147;23,147;0,0;0,0;23,147;0,0;nacional
Mini Fabrica - 10;188721;TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;93368;MARINHO 1128/CINZA/PRETO 01;;-6,762;6,762;0,0;0,0;6,762;0,0;nacional
Mini Fabrica - 10;188721;TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR;;104524;TAUPE 1325/CINZA/PRETO 01;;-13,718;13,718;0,0;0,0;13,718;0,0;nacional
Mini Fabrica - 10;192734;TECIDO XANGAI(ACT O/I 25)+SARJA 7030/50;;15758;PRETO 01/PRETO 01;;-58,54;58,54;30,0;30,0;28,54;51,247010591048856;nacional
Mini Fabrica - 10;193215;BRILHO ITALIA PU 0.9 (P/V 25/26)+POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;40525;DOURADO/BRANCO 15/NATURAL;;-0,491;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 10;194041;TECIDO ADTERM CH 120 C CB CONFORFLEX T7 2213 300;;15745;PRETO 01;;-123,941;123,941;255,0;123,941;0,0;100,0;nacional
Mini Fabrica - 10;195878;NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO +VELVET;;106878;CHOCOLATE 1456/PRETO 01;;-3,911;3,911;3,0;3,0;0,911;76,7067246228586;nacional
Mini Fabrica - 10;195878;NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO +VELVET;;109066;CASTANHO 1455/CASTANHO;;-37,0;37,0;69,9;37,0;0,0;100,0;nacional
Mini Fabrica - 10;196639;NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40;;15758;PRETO 01/PRETO 01;;-1,634;1,634;0,0;0,0;1,634;0,0;nacional
Mini Fabrica - 10;196639;NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40;;106878;CHOCOLATE 1456/PRETO 01;;-9,709;9,709;128,0;9,709;0,0;100,0;nacional
Mini Fabrica - 10;196639;NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40;;107559;CASTANHO 1455/CRU 20;;-7,512;7,512;8,2;7,512;0,0;100,0;nacional
Mini Fabrica - 10;197280;CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.;;101439;CACAU 1277;;-5,548;5,548;0,0;0,0;5,548;0,0;nacional
Mini Fabrica - 10;201688;TECIDO GAIA (ACT O/I25);;15745;PRETO 01;;-16,083;16,083;0,0;0,0;16,083;0,0;nacional
Mini Fabrica - 10;201688;TECIDO GAIA (ACT O/I25);;16072;BRANCO 99;;-0,627;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 10;201688;TECIDO GAIA (ACT O/I25);;93244;BRANCO OFF 1132;;-0,269;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 10;202067;TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY;;93518;MARINHO 1128/PRETO/PRETO;;-5,104;5,104;0,0;0,0;5,104;0,0;nacional
Mini Fabrica - 10;202295;NAPA MICRO PERFUROS GALY P.U 1.0 (MD P/V 23/24)+CACHAREL SOFT;;15758;PRETO 01/PRETO 01;;-28,122;28,122;0,0;0,0;28,122;0,0;nacional
Mini Fabrica - 10;204119;NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+FILME SC 50;;16072;BRANCO 99;;-2,509;2,509;0,0;0,0;2,509;0,0;nacional
Mini Fabrica - 10;204339;TECIDO GAIA (ACT O/I25)+VELVET 0.50;;15787;PRETO 01/PRETO;;-64,725;64,725;0,0;0,0;64,725;0,0;nacional
Mini Fabrica - 10;204339;TECIDO GAIA (ACT O/I25)+VELVET 0.50;;66355;CAMEL 778/CAPUCCINO;;-22,002;22,002;0,0;0,0;22,002;0,0;nacional
Mini Fabrica - 16;23124;TERMOPONTO P345/11 - 120;;3;PRETO;;-0,425;1,0;117,0;1,0;0,0;100,0;nacional
Mini Fabrica - 16;23124;TERMOPONTO P345/11 - 120;;50;NATURAL;;-0,6;1,0;186,0;1,0;0,0;100,0;nacional
Mini Fabrica - 16;25567;AVESSO VELUR;;3;PRETO;;-61,847;61,847;0,0;0,0;61,847;0,0;nacional
Mini Fabrica - 16;25567;AVESSO VELUR;;35313;CREME 516;;-1,026;1,026;0,0;0,0;1,026;0,0;nacional
Mini Fabrica - 16;56427;PELICA PU 1.0 (V O/I 2014);;15745;PRETO 01;;-15,61;15,61;0,0;0,0;15,61;0,0;nacional
Mini Fabrica - 16;56577;FORRO MILANO PU 0.7(B O/I 2014);;83517;CREME 985;;-3,665;3,665;152,0;3,665;0,0;100,0;nacional
Mini Fabrica - 16;56577;FORRO MILANO PU 0.7(B O/I 2014);;95373;CAMEL 1165;;-24,776;24,776;93,0;24,776;0,0;100,0;nacional
Mini Fabrica - 16;56577;FORRO MILANO PU 0.7(B O/I 2014);;101321;CHOCOLATE 1271;;-22,8;22,8;50,0;22,8;0,0;100,0;nacional
Mini Fabrica - 16;58702;FORRO CACHAREL CONFORT(MD O/I 2014)+ESP.PU2,5 D30+SPO40GR ANTI- MICROBI;;15745;PRETO 01;;-0,508;1,0;37,9;1,0;0,0;100,0;nacional
Mini Fabrica - 16;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;15745;PRETO 01;;-3,046;3,046;0,0;0,0;3,046;0,0;nacional
Mini Fabrica - 16;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;29452;BEGE 435;;-5,481;5,481;25,0;5,481;0,0;100,0;nacional
Mini Fabrica - 16;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107610;OLIVE 1469;;-0,139;1,0;30,0;1,0;0,0;100,0;nacional
Mini Fabrica - 16;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;37331;BRANCO OFF 526/BISCOITO;;-0,849;1,0;107,5;1,0;0,0;100,0;nacional
Mini Fabrica - 16;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;96142;CAMEL;;-51,822;51,822;1,5;1,5;50,322;2,89452356142179;nacional
Mini Fabrica - 16;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;100874;CAMEL 1165/BRANCO 15/CAMEL 1165;;-0,462;1,0;12,0;1,0;0,0;100,0;nacional
Mini Fabrica - 16;83164;VERNIZ GLAM PU 1.0 (M O/I 2017)+VELVET;;15787;PRETO 01/PRETO;;-141,808;141,808;0,0;0,0;141,808;0,0;nacional
Mini Fabrica - 16;92871;MALHA ADTERM MA 140P CONFORFLEX 650C;;15745;PRETO 01;;-6,142;6,142;0,0;0,0;6,142;0,0;nacional
Mini Fabrica - 16;108850;NAPA PELE STRECH PU 1.0 (MD O/I 2019);;89673;TAN 1080;;-48,613;48,613;60,0;48,613;0,0;100,0;nacional
Mini Fabrica - 16;128938;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21);;15745;PRETO 01;;-0,193;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 16;128939;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40;;100769;AVELA 1248/CRU 20;;-8,411;8,411;84,0;8,411;0,0;100,0;nacional
Mini Fabrica - 16;130334;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21)+BASE FLEX 1.0;;15787;PRETO 01/PRETO;;-3,262;3,262;22,0;3,262;0,0;100,0;nacional
Mini Fabrica - 16;135523;NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO;;15745;PRETO 01;;-28,41;28,41;120,0;28,41;0,0;100,0;nacional
Mini Fabrica - 16;144871;ESPUMA PU NZ N D50 12MM (V P/V 16/17);;1;BRANCO;;-25,729;25,729;0,0;0,0;25,729;0,0;nacional
Mini Fabrica - 16;157751;FORRO MILANO PU 0.7(B O/I 2014)+FILME PA 102/18;;35312;BRANCO OFF 526;;-7,694;7,694;29,6;7,694;0,0;100,0;nacional
Mini Fabrica - 16;157751;FORRO MILANO PU 0.7(B O/I 2014)+FILME PA 102/18;;95373;CAMEL 1165;;-3,898;3,898;12,9;3,898;0,0;100,0;nacional
Mini Fabrica - 16;158021;NAPA BERLIM PU 1.2 (M O/I 2023)+CACHAREL SOFT;;89680;TAN 1080/CREME 516;;-0,381;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 16;158021;NAPA BERLIM PU 1.2 (M O/I 2023)+CACHAREL SOFT;;100604;AVELA 1248/CREME 516;;-2,475;2,475;0,0;0,0;2,475;0,0;nacional
Mini Fabrica - 16;162659;NAPA GENEBRA PU 1.2 (B O/I 2020)+CACHAREL SOFT;;73437;CAFE 856/PRETO 01;;-25,835;25,835;0,0;0,0;25,835;0,0;nacional
Mini Fabrica - 16;164444;TECIDO VELVET+ESPUMA PU 1,5MM D26+SPON 30;;29497;BEGE 435/BRANCO 15;;-7,718;7,718;0,0;0,0;7,718;0,0;nacional
Mini Fabrica - 16;164444;TECIDO VELVET+ESPUMA PU 1,5MM D26+SPON 30;;105638;AVELA 1248/BRANCO 15;;-44,227;44,227;0,0;0,0;44,227;0,0;nacional
Mini Fabrica - 16;168862;NAPA SUPREMA PU 0.9 (MD O/I 25);;16072;BRANCO 99;;-53,296;53,296;0,0;0,0;53,296;0,0;nacional
Mini Fabrica - 16;168862;NAPA SUPREMA PU 0.9 (MD O/I 25);;35312;BRANCO OFF 526;;-41,971;41,971;0,0;0,0;41,971;0,0;nacional
Mini Fabrica - 16;168873;NAPA CALF PU 0.9 ( P/V 24/25);;15745;PRETO 01;;-1,36;1,36;0,0;0,0;1,36;0,0;nacional
Mini Fabrica - 16;168873;NAPA CALF PU 0.9 ( P/V 24/25);;35312;BRANCO OFF 526;;-3,99;3,99;0,0;0,0;3,99;0,0;nacional
Mini Fabrica - 16;168873;NAPA CALF PU 0.9 ( P/V 24/25);;101321;CHOCOLATE 1271;;-4,97;4,97;28,0;4,97;0,0;100,0;nacional
Mini Fabrica - 16;168873;NAPA CALF PU 0.9 ( P/V 24/25);;107613;TERRACOTA 1477;;-63,37;63,37;160,0;63,37;0,0;100,0;nacional
Mini Fabrica - 16;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;35312;BRANCO OFF 526;;-71,844;71,844;0,0;0,0;71,844;0,0;nacional
Mini Fabrica - 16;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-18,578;18,578;1,0;1,0;17,578;5,382710733125202;nacional
Mini Fabrica - 16;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;105704;OSTRA 1431;;-0,366;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 16;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107610;OLIVE 1469;;-4,384;4,384;50,0;4,384;0,0;100,0;nacional
Mini Fabrica - 16;183803;NAPA TURIM GALES PU 1.0 (B P/V 24/25)+BASE FLEX 1.0;;37331;BRANCO OFF 526/BISCOITO;;-19,126;19,126;0,0;0,0;19,126;0,0;nacional
Mini Fabrica - 16;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET;;15758;PRETO 01/PRETO 01;;-19,06;19,06;31,0;19,06;0,0;100,0;nacional
Mini Fabrica - 16;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET;;101646;CHOCOLATE 1271/PRETO;;-10,79;10,79;29,0;10,79;0,0;100,0;nacional
Mini Fabrica - 16;187654;NAPA GARDA PU 1.0 (V P/V 24/25)+BASE FLEX;;107628;OLIVE 1469/BISCOITO;;-0,66;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 16;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;104337;BRONZE 1402;;-2,113;2,113;62,0;2,113;0,0;100,0;nacional
Mini Fabrica - 16;192842;BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX;;34788;DOURADO/BISCOITO;;-8,88;8,88;20,0;8,88;0,0;100,0;nacional
Mini Fabrica - 16;193461;BRILHO ITALIA PU 0.9 +FILME TACK 40 GR;;66;DOURADO;;-3,598;3,598;0,0;0,0;3,598;0,0;nacional
Mini Fabrica - 16;195710;CAMURCAO LONDON PU 1.2 (V O/I 25)-IMPORTADO+FILME TACK 40GR;;106595;BRANCO OFF 1449;;-29,197;29,197;0,0;0,0;29,197;0,0;nacional
Mini Fabrica - 16;195710;CAMURCAO LONDON PU 1.2 (V O/I 25)-IMPORTADO+FILME TACK 40GR;;106596;CARAMELO 1450;;-7,116;7,116;3,0;3,0;4,116;42,15851602023609;nacional
Mini Fabrica - 16;196091;CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO+BASE FLEX;;107388;CARAMELO 1450/BISCOITO;;-12,038;12,038;0,0;0,0;12,038;0,0;nacional
Mini Fabrica - 16;196091;CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO+BASE FLEX;;107778;BRANCO OFF 1449/BISCOITO;;-6,62;6,62;14,5;6,62;0,0;100,0;nacional
Mini Fabrica - 16;196688;CAMURCAO LONDON PU 1.2 (V O/I 25)+CACHAREL SOFT;;15758;PRETO 01/PRETO 01;;-2,376;2,376;0,0;0,0;2,376;0,0;nacional
Mini Fabrica - 16;197280;CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.;;101439;CACAU 1277;;-2,422;2,422;0,0;0,0;2,422;0,0;nacional
Mini Fabrica - 16;200331;NAPA BERLIM LEZARD PRINT PU 0.9 (M O/I 26)+CACHAREL SOFT;;15758;PRETO 01/PRETO 01;;-24,318;24,318;0,0;0,0;24,318;0,0;nacional
Mini Fabrica - 16;200331;NAPA BERLIM LEZARD PRINT PU 0.9 (M O/I 26)+CACHAREL SOFT;;84081;CAFE 987/PRETO 01;;-5,392;5,392;0,0;0,0;5,392;0,0;nacional
Mini Fabrica - 16;200331;NAPA BERLIM LEZARD PRINT PU 0.9 (M O/I 26)+CACHAREL SOFT;;89680;TAN 1080/CREME 516;;-0,404;1,0;4,5;1,0;0,0;100,0;nacional
Mini Fabrica - 16;200331;NAPA BERLIM LEZARD PRINT PU 0.9 (M O/I 26)+CACHAREL SOFT;;100604;AVELA 1248/CREME 516;;-2,626;2,626;0,0;0,0;2,626;0,0;nacional
Mini Fabrica - 16;202643;NAPA SOFT MADRI PU 1.0 (V O/I 23/24)+BASE FLEX;;37331;BRANCO OFF 526/BISCOITO;;-0,248;1,0;19,0;1,0;0,0;100,0;nacional
Mini Fabrica - 16;206575;PELICA PU 1.0 (V O/I 2014)+CACHAREL SOFT;;84081;CAFE 987/PRETO 01;;-10,51;10,51;0,0;0,0;10,51;0,0;nacional
Mini Fabrica - 19;23124;TERMOPONTO P345/11 - 120;;3;PRETO;;-21,04;21,04;117,0;21,04;0,0;100,0;nacional
Mini Fabrica - 19;23124;TERMOPONTO P345/11 - 120;;50;NATURAL;;-8,16;8,16;186,0;8,16;0,0;100,0;nacional
Mini Fabrica - 19;25567;AVESSO VELUR;;3;PRETO;;-3,791;3,791;0,0;0,0;3,791;0,0;nacional
Mini Fabrica - 19;25567;AVESSO VELUR;;35313;CREME 516;;-3,698;3,698;0,0;0,0;3,698;0,0;nacional
Mini Fabrica - 19;34062;PANO P/ REFORCO CR 150;;0;SEM COR;;-7,521;7,521;4123,9;7,521;0,0;100,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;50;NATURAL;;-107,849;107,849;0,0;0,0;107,849;0,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;15745;PRETO 01;;-1,058;1,058;0,0;0,0;1,058;0,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;29452;BEGE 435;;-4,368;4,368;0,0;0,0;4,368;0,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;35312;BRANCO OFF 526;;-0,763;1,0;26,0;1,0;0,0;100,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;83517;CREME 985;;-40,709;40,709;152,0;40,709;0,0;100,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;89673;TAN 1080;;-41,481;41,481;69,0;41,481;0,0;100,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;95373;CAMEL 1165;;-4,225;4,225;93,0;4,225;0,0;100,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;101321;CHOCOLATE 1271;;-18,459;18,459;50,0;18,459;0,0;100,0;nacional
Mini Fabrica - 19;56577;FORRO MILANO PU 0.7(B O/I 2014);;107610;OLIVE 1469;;-2,724;2,724;46,0;2,724;0,0;100,0;nacional
Mini Fabrica - 19;58623;FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50;;15745;PRETO 01;;-4,627;4,627;44,0;4,627;0,0;100,0;nacional
Mini Fabrica - 19;58623;FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50;;29452;BEGE 435;;-0,661;1,0;25,0;1,0;0,0;100,0;nacional
Mini Fabrica - 19;63609;FORRO MILANO PU 0.7+PX25+FILME PU 400;;50;NATURAL;;-97,35;97,35;229,4;97,35;0,0;100,0;nacional
Mini Fabrica - 19;64664;FORRO FACHETE PVC 0.8 (B O/I 2015);;15745;PRETO 01;;-24,928;24,928;21,0;21,0;3,928000000000001;84,2426187419769;nacional
Mini Fabrica - 19;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;29452;BEGE 435;;-2,481;2,481;25,0;2,481;0,0;100,0;nacional
Mini Fabrica - 19;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;52531;NUDE 658;;-17,478;17,478;0,0;0,0;17,478;0,0;nacional
Mini Fabrica - 19;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;83517;CREME 985;;-44,965;44,965;0,0;0,0;44,965;0,0;nacional
Mini Fabrica - 19;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;89673;TAN 1080;;-37,703;37,703;65,0;37,703;0,0;100,0;nacional
Mini Fabrica - 19;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107613;TERRACOTA 1477;;-16,037;16,037;26,0;16,037;0,0;100,0;nacional
Mini Fabrica - 19;67345;NAPA TURIM PU 1.0 + SARJA 7030/40 0.40;;15758;PRETO 01/PRETO 01;;-5,233;5,233;392,8;5,233;0,0;100,0;nacional
Mini Fabrica - 19;67345;NAPA TURIM PU 1.0 + SARJA 7030/40 0.40;;105897;OSTRA 1431/CRU 20;;-2,17;2,17;47,8;2,17;0,0;100,0;nacional
Mini Fabrica - 19;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;16143;PRETO 01/PRETO 01/PRETO 01;;-10,178;10,178;2,0;2,0;8,178;19,65022597759874;nacional
Mini Fabrica - 19;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;96674;CAMEL 1165/BRANCO 15/NATURAL;;-7,538;7,538;11,8;7,538;0,0;100,0;nacional
Mini Fabrica - 19;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;101878;CHOCOLATE 1271/PRETO 01/PRETO 01;;-10,379;10,379;19,0;10,379;0,0;100,0;nacional
Mini Fabrica - 19;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;108445;OLIVE 1469/BRANCO 15/NATURAL;;-2,671;2,671;0,0;0,0;2,671;0,0;nacional
Mini Fabrica - 19;76853;METAL GLAMOUR PU 0.9 (V P/V 16/17);;41;PRATA;;-3,513;3,513;0,0;0,0;3,513;0,0;nacional
Mini Fabrica - 19;76853;METAL GLAMOUR PU 0.9 (V P/V 16/17);;23146;OURO ROSADO;;-219,62;219,62;0,0;0,0;219,62;0,0;nacional
Mini Fabrica - 19;135523;NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO;;15745;PRETO 01;;-19,146;19,146;120,0;19,146;0,0;100,0;nacional
Mini Fabrica - 19;140206;NAPA FLOATHER ZURIQUE PU 1.2- IMPORTADO;;95669;CARAMELO 1170;;-1,803;1,803;0,0;0,0;1,803;0,0;nacional
Mini Fabrica - 19;140345;NAPA BERLIM PU 1.2- IMPORTADO;;15745;PRETO 01;;-26,826;26,826;0,0;0,0;26,826;0,0;nacional
Mini Fabrica - 19;140345;NAPA BERLIM PU 1.2- IMPORTADO;;83508;CAFE 987;;-19,025;19,025;0,0;0,0;19,025;0,0;nacional
Mini Fabrica - 19;143760;METALIZADO LONDON PU 0.9+BASE FLEX;;34788;DOURADO/BISCOITO;;-0,216;1,0;11,0;1,0;0,0;100,0;nacional
Mini Fabrica - 19;157666;TECIDO ADTERM CH 180 C CONFORFLEX T7 EXT 400 C;;15745;PRETO 01;;-61,255;61,255;60,0;60,0;1,2550000000000026;97,95118765815035;nacional
Mini Fabrica - 19;172898;NAPA FLOATHER ZURIQUE PU 1.2+TECIDO LECCE;;95740;CARAMELO 1170/CREME 516;;-1,823;1,823;0,0;0,0;1,823;0,0;nacional
Mini Fabrica - 19;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;35312;BRANCO OFF 526;;-19,416;19,416;0,0;0,0;19,416;0,0;nacional
Mini Fabrica - 19;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;101321;CHOCOLATE 1271;;-0,418;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 19;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;103102;CHERRY 1335;;-5,216;5,216;104,0;5,216;0,0;100,0;nacional
Mini Fabrica - 19;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107613;TERRACOTA 1477;;-29,935;29,935;67,0;29,935;0,0;100,0;nacional
Mini Fabrica - 19;184004;NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO;;16143;PRETO 01/PRETO 01/PRETO 01;;-6,518;6,518;0,0;0,0;6,518;0,0;nacional
Mini Fabrica - 19;184004;NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO;;101878;CHOCOLATE 1271/PRETO 01/PRETO 01;;-1,304;1,304;0,0;0,0;1,304;0,0;nacional
Mini Fabrica - 19;190938;NAPA TURIM CROCO MILAO PU 1.0 (B P/V 24/25);;15745;PRETO 01;;-1,5;1,5;40,0;1,5;0,0;100,0;nacional
Mini Fabrica - 19;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;41;PRATA;;-0,036;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 19;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;66;DOURADO;;-13,885;13,885;0,0;0,0;13,885;0,0;nacional
Mini Fabrica - 19;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;23146;OURO ROSADO;;-1,465;1,465;0,0;0,0;1,465;0,0;nacional
Mini Fabrica - 19;196770;NAPA ONCA GRECIA PU 0.9 (B P/V 24/25);;96942;MULTI CAMEL 1165;;-1,0;1,0;42,0;1,0;0,0;100,0;nacional
Mini Fabrica - 19;196814;NAPA BERLIM CROCO MILAO PU 1.2 (B O/I 2026)+TECIDO LECCE;;15758;PRETO 01/PRETO 01;;-1,214;1,214;25,0;1,214;0,0;100,0;nacional
Mini Fabrica - 19;196814;NAPA BERLIM CROCO MILAO PU 1.2 (B O/I 2026)+TECIDO LECCE;;84081;CAFE 987/PRETO 01;;-3,068;3,068;0,0;0,0;3,068;0,0;nacional
Mini Fabrica - 20;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;105827;LILAS 1436;;-1,8;1,8;24,0;1,8;0,0;100,0;nacional
